Name,NOC,Discipline,Gender,Age,BirthDate,EventDate,Venue
  chupkov anton  ,  ROC  ,Swimming,F,24,1998-01-17,2021-08-07,Ariake Arena
  chusovitina oksana  ,uzbekistan,Artistic Gymnastics,F,23,2000-01-05,2021-08-05,Musashino Forest
CIAK HELENA,france,Basketball,M,25,1999-04-23,2021-08-04,Olympic Aquatics Centre
CICCONE GIULIO,  Italy  ,Cycling Road,F,25,2005-09-14,2021-07-24,Tokyo Stadium
  cicileo nicolas  ,  Argentina  ,Hockey,M,25,1992-03-25,2021-07-25,Musashino Forest
  cid aina  ,spain,Rowing,M,29,2000-11-24,2021-07-23,Olympic Aquatics Centre
  cienfuegos javier  ,  Spain  ,Athletics,M,20,2001-07-07,2021-07-29,Musashino Forest
  cieplucha tessa  ,  Canada  ,Swimming,F,27,2003-05-06,2021-07-24,Olympic Aquatics Centre
CIFTCI BATUHAN,turkey,Boxing,M,19,1993-09-09,2021-08-08,Ariake Arena
  cifuentes horacio  ,  Argentina  ,Table Tennis,F,21,2005-07-02,2021-08-07,Tokyo Stadium
CILCIC ELENA,republic of moldova,Weightlifting,F,27,2000-02-05,2021-08-01,Tokyo Stadium
CILIC MARIN,croatia,Tennis,F,19,1986-12-05,2021-08-08,Olympic Aquatics Centre
  ciloglu bilal  ,turkey,Judo,F,32,1989-08-16,2021-07-30,Tokyo Stadium
CIMINI GABRIELE,italy,Fencing,F,34,1988-03-13,2021-07-25,Ariake Arena
CINAR ATES,  Turkey  ,Sailing,F,28,2004-09-10,2021-07-27,Tokyo Stadium
  cinar deniz  ,turkey,Sailing,F,22,1996-11-24,2021-07-31,Olympic Aquatics Centre
CINCIBUCH JAN,  Czech Republic  ,Rowing,M,21,1991-05-14,2021-08-02,Olympic Aquatics Centre
CINK ONDREJ,  Czech Republic  ,Cycling Mountain Bike,F,30,1992-02-20,2021-07-31,Ariake Arena
CINTI LUCIO,  Argentina  ,Rugby Sevens,F,23,2002-12-02,2021-07-26,Ariake Arena
  ciobanu andrei  ,romania,Football,M,22,1985-03-08,2021-08-02,Musashino Forest
CIOBANU VICTOR,republic of moldova,Wrestling,M,34,1987-03-30,2021-08-07,Ariake Arena
CIOFANI ANNE-CECILE,france,Rugby Sevens,M,30,2001-12-02,2021-07-31,Tokyo Stadium
CIPRESSA ERICA,  Italy  ,Fencing,F,21,1995-03-30,2021-08-05,Olympic Aquatics Centre
CIRILO DUBOYS YARISLEIDIS,  Cuba  ,Canoe Sprint,F,25,1988-07-15,2021-08-08,Ariake Arena
  cirjenics miklos  ,  Hungary  ,Judo,M,21,1998-09-15,2021-08-08,Ariake Arena
  cisse arthur  ,  Côte d'Ivoire  ,Athletics,M,30,2002-02-13,2021-08-08,Ariake Arena
CISSE CHEICK SALLAH,  Côte d'Ivoire  ,Taekwondo,M,21,2005-01-19,2021-07-30,Musashino Forest
CISTERNAS EDUARDO,chile,Swimming,M,23,1991-02-22,2021-08-04,Olympic Aquatics Centre
  citrini beaulieu melissa  ,  Canada  ,Diving,F,27,2002-02-23,2021-08-07,Ariake Arena
  claes hanne  ,  Belgium  ,Athletics,M,24,1999-12-20,2021-07-24,Tokyo Stadium
CLAES KELLY,  United States of America  ,Beach Volleyball,F,28,2004-02-27,2021-08-02,Musashino Forest
  claessens zoe  ,switzerland,Cycling BMX Racing,F,28,1988-09-15,2021-08-06,Tokyo Stadium
  claesson lovisa  ,sweden,Rowing,M,32,1993-10-18,2021-07-30,Ariake Arena
  clair merven  ,mauritius,Boxing,M,25,1998-10-12,2021-08-01,Tokyo Stadium
  clancy edward  ,  Great Britain  ,Cycling Track,F,29,1987-11-09,2021-08-01,Tokyo Stadium
  clancy taliqua  ,australia,Beach Volleyball,F,21,1998-12-21,2021-07-31,Olympic Aquatics Centre
CLAREBURT LEWIS,new zealand,Swimming,F,31,2002-10-07,2021-08-04,Musashino Forest
CLARK TAMARA,united states of america,Athletics,M,18,1987-06-15,2021-08-04,Tokyo Stadium
CLARK ZOEY,  Great Britain  ,Athletics,M,22,1987-07-29,2021-08-06,Olympic Aquatics Centre
  clarke amya  ,  Saint Kitts and Nevis  ,Athletics,M,30,2003-12-09,2021-08-07,Ariake Arena
CLARKE CHEAVON,great britain,Boxing,M,27,1989-01-23,2021-07-30,Olympic Aquatics Centre
CLARKE DOMINIC,australia,Trampoline Gymnastics,F,30,1990-12-06,2021-08-08,Ariake Arena
  clarke frazer  ,  Great Britain  ,Boxing,F,22,2004-07-02,2021-07-29,Musashino Forest
CLARKE MATTHEW,  Australia  ,Athletics,F,23,1989-02-22,2021-07-30,Tokyo Stadium
CLAUDINHO,  Brazil  ,Football,M,28,1989-02-22,2021-08-04,Musashino Forest
  claver victor  ,spain,Basketball,M,27,2000-05-22,2021-07-25,Olympic Aquatics Centre
  claxton jane-anne  ,  Australia  ,Hockey,M,22,1986-03-17,2021-07-25,Ariake Arena
  clay liz  ,  Australia  ,Athletics,M,30,1997-10-17,2021-07-27,Tokyo Stadium
  cleary jack  ,australia,Rowing,M,18,1989-10-17,2021-07-25,Musashino Forest
CLEIRIGH BUTTNER SIOFRA,ireland,Athletics,M,30,1993-09-23,2021-08-07,Musashino Forest
  clemons christina  ,united states of america,Athletics,F,24,2001-01-14,2021-08-03,Musashino Forest
  clerget axel  ,france,Judo,F,31,1988-12-21,2021-08-02,Tokyo Stadium
CLEVENOT TREVOR,  France  ,Volleyball,F,18,1986-02-27,2021-07-27,Tokyo Stadium
CLEVERING YMKJE,netherlands,Rowing,F,19,1986-10-16,2021-07-25,Musashino Forest
CLEVERLEY DAISY,  New Zealand  ,Football,M,32,2001-07-27,2021-07-27,Tokyo Stadium
CLIFTON TUVA'A,samoa,Canoe Sprint,M,31,1997-05-15,2021-07-26,Olympic Aquatics Centre
CLOUVEL ELODIE,france,Modern Pentathlon,F,29,1993-03-15,2021-08-07,Musashino Forest
COATANEA PAULINE,  France  ,Handball,M,28,1997-03-16,2021-07-27,Ariake Arena
COBAN MERVE,turkey,Karate,F,24,1989-09-06,2021-08-03,Musashino Forest
COBURN EMMA,  United States of America  ,Athletics,M,25,2001-11-24,2021-07-26,Ariake Arena
  cocioran marius iulian  ,romania,Athletics,F,19,1985-09-03,2021-08-05,Musashino Forest
COCIU DANIELA,republic of moldova,Canoe Sprint,F,31,2000-10-01,2021-08-05,Musashino Forest
COCKRELL ANNA,united states of america,Athletics,M,23,2000-04-24,2021-07-24,Musashino Forest
COCUZZI LUIZ HENRIQUE,  Brazil  ,Cycling Mountain Bike,M,34,2002-01-30,2021-07-29,Olympic Aquatics Centre
COELHO YGOR,brazil,Badminton,M,29,1989-10-09,2021-07-24,Ariake Arena
COETZE PIETER,  South Africa  ,Swimming,F,20,2004-03-24,2021-08-07,Ariake Arena
  coffey olivia  ,united states of america,Rowing,M,19,1997-06-07,2021-07-30,Ariake Arena
  coggins oscar  ,"  Hong Kong, China  ",Triathlon,M,30,2000-11-11,2021-07-26,Musashino Forest
  cohen adva  ,israel,Athletics,M,31,2001-10-24,2021-07-30,Ariake Arena
  cohen gili  ,israel,Judo,M,30,1991-06-29,2021-07-24,Tokyo Stadium
COHEN GROUMI GAL,  Israel  ,Swimming,F,30,1987-03-11,2021-08-06,Olympic Aquatics Centre
  cohen yoav  ,israel,Sailing,F,21,1994-10-01,2021-08-05,Olympic Aquatics Centre
  colaci massimo  ,  Italy  ,Volleyball,M,24,1999-12-23,2021-08-05,Musashino Forest
COLAK IBRAHIM,turkey,Artistic Gymnastics,F,30,1989-08-15,2021-08-05,Musashino Forest
  colebrooke samson  ,bahamas,Athletics,F,23,2002-12-15,2021-07-25,Ariake Arena
COLEMAN MICHELLE,  Sweden  ,Swimming,F,31,2002-04-20,2021-07-23,Musashino Forest
  coleman nathaniel  ,  United States of America  ,Sport Climbing,F,22,1989-05-15,2021-08-04,Ariake Arena
COLES LAURA,australia,Shooting,F,25,2003-12-15,2021-08-06,Musashino Forest
COLIN LOUIS RICHARNO,  Mauritius  ,Boxing,M,20,1988-03-02,2021-08-08,Tokyo Stadium
COLLARD MAXIME,  France  ,Equestrian,M,27,1989-09-16,2021-08-07,Ariake Arena
  colledani nadir  ,italy,Cycling Mountain Bike,F,28,1989-07-25,2021-08-06,Ariake Arena
COLLETT LAURA,great britain,Equestrian,M,24,1999-05-08,2021-07-28,Olympic Aquatics Centre
COLLEY SHAY,canada,Basketball,M,20,1989-11-11,2021-08-05,Olympic Aquatics Centre
COLLIER DYLAN,new zealand,Rugby Sevens,F,21,2003-03-02,2021-07-24,Musashino Forest
  collier elise  ,  Australia  ,Shooting,F,25,2004-06-02,2021-08-07,Musashino Forest
  collier napheesa  ,  United States of America  ,Basketball,F,29,1993-04-13,2021-08-01,Ariake Arena
  collins john  ,great britain,Rowing,M,31,1996-11-19,2021-08-07,Tokyo Stadium
  colman samy  ,morocco,Equestrian,M,30,1998-08-17,2021-07-31,Olympic Aquatics Centre
COLOMBATTO SANTIAGO,  Argentina  ,Football,M,24,1997-08-22,2021-07-26,Musashino Forest
  colombo filippo  ,  Switzerland  ,Cycling Mountain Bike,F,32,1992-01-15,2021-07-28,Tokyo Stadium
COLOMBOTTO ROSSO LUCREZIA,  Italy  ,Golf,F,24,1985-02-14,2021-08-06,Tokyo Stadium
  colthrust adell  ,trinidad and tobago,Athletics,M,28,1993-04-14,2021-07-25,Tokyo Stadium
  compaore benjamin  ,  France  ,Athletics,M,26,2000-08-20,2021-08-04,Musashino Forest
  conde maria  ,spain,Basketball,M,26,2000-08-18,2021-07-29,Olympic Aquatics Centre
CONDIE KYRA,  United States of America  ,Sport Climbing,M,33,1996-11-16,2021-07-26,Olympic Aquatics Centre
  condorelli santo  ,italy,Swimming,M,26,1991-04-13,2021-08-08,Musashino Forest
  coninx dorian  ,  France  ,Triathlon,M,23,2003-04-25,2021-07-24,Olympic Aquatics Centre
CONNERS COREY,canada,Golf,F,24,1989-11-11,2021-08-03,Ariake Arena
CONNOR BEN,  Great Britain  ,Athletics,F,34,1993-09-10,2021-08-03,Musashino Forest
CONNOR ISABELLE,  United States of America  ,Rhythmic Gymnastics,M,22,1987-10-01,2021-07-26,Ariake Arena
CONRADIE PIETER,south africa,Athletics,F,18,1989-12-24,2021-08-07,Olympic Aquatics Centre
  conroy jordan  ,  Ireland  ,Rugby Sevens,F,32,2002-05-15,2021-07-29,Olympic Aquatics Centre
CONSOLINI CHIARA,  Italy  ,3x3 Basketball,F,18,1996-02-26,2021-07-23,Olympic Aquatics Centre
  consonni simone  ,  Italy  ,Cycling Track,F,25,1994-03-16,2021-07-27,Ariake Arena
  constantine kyra  ,  Canada  ,Athletics,F,22,1988-01-21,2021-07-31,Ariake Arena
CONSTIEN VALERIE,united states of america,Athletics,M,28,1999-03-08,2021-07-25,Ariake Arena
  conte aissata denn  ,guinea,Athletics,M,23,2000-03-15,2021-08-04,Musashino Forest
  conte facundo  ,argentina,Volleyball,M,28,1997-02-24,2021-08-05,Tokyo Stadium
  contreras isabel  ,  Spain  ,Canoe Sprint,F,27,1996-05-27,2021-07-27,Ariake Arena
CONYEDO RUANO ABRAHAM DE JESUS,italy,Wrestling,F,29,1998-03-09,2021-07-30,Tokyo Stadium
COOK OLIVER,  Great Britain  ,Rowing,M,32,1985-11-27,2021-07-29,Tokyo Stadium
COOK TAMSIN,australia,Swimming,F,23,1991-12-28,2021-08-02,Musashino Forest
  cooke aoife  ,  Ireland  ,Athletics,F,20,1985-04-28,2021-07-24,Olympic Aquatics Centre
COOKE JAMES,  Great Britain  ,Modern Pentathlon,M,23,1991-10-30,2021-07-28,Olympic Aquatics Centre
COOMBES ALEC,  Great Britain  ,Rugby Sevens,M,20,1995-10-23,2021-08-03,Ariake Arena
COONEY-CROSS KYRA,australia,Football,F,28,1987-11-10,2021-07-26,Musashino Forest
  cooper abbey  ,  United States of America  ,Athletics,M,23,1995-11-15,2021-07-29,Tokyo Stadium
COOPER ANTON,new zealand,Cycling Mountain Bike,F,21,1999-11-06,2021-08-04,Olympic Aquatics Centre
COOPER ISAAC,australia,Swimming,F,21,1986-02-06,2021-07-27,Olympic Aquatics Centre
  cooper lacarthea  ,  Bahamas  ,Athletics,M,30,1995-01-23,2021-08-02,Olympic Aquatics Centre
COPELLO YASMANI,  Turkey  ,Athletics,F,33,1989-11-17,2021-08-05,Ariake Arena
COPPELL HARRY,  Great Britain  ,Athletics,F,18,1993-07-24,2021-07-30,Musashino Forest
COPPONI CLARA,  France  ,Cycling Track,M,30,1987-07-08,2021-08-02,Musashino Forest
COQUILLARD ANDRE JIN,republic of korea,Rugby Sevens,F,23,1997-08-11,2021-08-08,Ariake Arena
CORBETT KAYLENE,  South Africa  ,Swimming,M,23,1999-11-23,2021-07-28,Tokyo Stadium
  corchete luis manuel  ,spain,Athletics,M,25,1997-05-21,2021-08-08,Tokyo Stadium
  cordon kevin  ,guatemala,Badminton,M,25,1985-12-16,2021-07-26,Ariake Arena
CORDOVA SEBASTIAN,  Mexico  ,Football,M,27,1999-09-20,2021-07-23,Tokyo Stadium
CORIA FEDERICO,argentina,Tennis,M,31,2003-08-09,2021-07-25,Musashino Forest
  cormenier carole  ,  France  ,Shooting,F,22,2004-03-25,2021-08-08,Tokyo Stadium
CORMONT ETHAN,france,Athletics,F,26,1996-04-19,2021-08-06,Olympic Aquatics Centre
CORNELIE PETR,  France  ,Basketball,M,26,1988-08-04,2021-08-03,Musashino Forest
  cornet alize  ,france,Tennis,M,28,1986-06-04,2021-08-07,Tokyo Stadium
  corral daniel  ,mexico,Artistic Gymnastics,M,34,1994-03-04,2021-08-02,Olympic Aquatics Centre
CORRALES RODAL RODRIGO,spain,Handball,M,18,1995-07-18,2021-08-02,Musashino Forest
CORREA ANA BEATRIZ,brazil,Volleyball,M,34,2005-10-31,2021-07-31,Tokyo Stadium
  correa matheus  ,brazil,Athletics,M,22,2002-11-29,2021-08-04,Tokyo Stadium
CORREIA DE SOUZA DOUGLAS,brazil,Volleyball,M,30,2003-02-15,2021-07-31,Tokyo Stadium
CORRIGAN LIAM,  United States of America  ,Rowing,M,26,1988-04-25,2021-07-28,Olympic Aquatics Centre
  cortes juncosa francisco  ,  Spain  ,Hockey,M,25,1990-11-22,2021-08-04,Olympic Aquatics Centre
COSCORAN ANDREW,  Ireland  ,Athletics,F,23,1995-05-08,2021-08-02,Ariake Arena
COSNEFROY BENOIT,  France  ,Cycling Road,F,31,2004-12-10,2021-08-04,Tokyo Stadium
  cosser christopher  ,south africa,Sport Climbing,F,20,1995-11-23,2021-07-30,Musashino Forest
COSTA BIONDI VALENTINA ISABEL,  Argentina  ,Hockey,M,26,1998-07-08,2021-07-29,Olympic Aquatics Centre
  costa catarina  ,portugal,Judo,M,28,1998-01-24,2021-08-08,Olympic Aquatics Centre
  costa chiara  ,  Senegal  ,Shooting,F,21,1987-04-26,2021-07-23,Musashino Forest
  costa diogo  ,portugal,Sailing,F,31,1991-03-10,2021-07-26,Musashino Forest
  costa guilherme  ,brazil,Swimming,F,23,1985-10-26,2021-07-30,Ariake Arena
  costa jose  ,  Portugal  ,Sailing,M,18,1991-07-21,2021-08-01,Ariake Arena
COSTA PEDRO,portugal,Sailing,F,23,1985-01-08,2021-08-08,Ariake Arena
  costa thalia  ,brazil,Rugby Sevens,F,27,1999-03-17,2021-08-07,Olympic Aquatics Centre
  costea bianca-andreea  ,romania,Swimming,F,23,1988-01-04,2021-07-31,Ariake Arena
  costello amy ewart  ,great britain,Hockey,F,19,1996-08-05,2021-07-25,Ariake Arena
  cote andree-anne  ,canada,Artistic Swimming,M,28,1998-08-22,2021-08-05,Tokyo Stadium
  couckuyt paulien  ,  Belgium  ,Athletics,M,22,1992-08-18,2021-07-24,Tokyo Stadium
COUGHLAN AOIFE,australia,Judo,M,33,2003-04-20,2021-08-05,Musashino Forest
  cournoyer rene  ,  Canada  ,Artistic Gymnastics,F,25,1997-03-19,2021-08-07,Ariake Arena
COURTNEY KATE,united states of america,Cycling Mountain Bike,M,32,1993-04-26,2021-07-26,Musashino Forest
  coutinho geisa aparecida  ,brazil,Athletics,M,30,2002-12-16,2021-08-03,Olympic Aquatics Centre
COUZY MELANIE,france,Shooting,M,34,2002-08-05,2021-08-02,Tokyo Stadium
COWARD HOLLEY MATTHEW JOHN,  Great Britain  ,Shooting,M,21,1997-06-29,2021-07-24,Musashino Forest
COWARD JOSH,  Australia  ,Rugby Sevens,F,27,1998-12-21,2021-08-06,Tokyo Stadium
  cox bronwyn  ,australia,Rowing,F,24,1988-10-19,2021-08-01,Musashino Forest
  cox michelle  ,australia,Baseball/Softball,F,23,1992-07-21,2021-07-25,Ariake Arena
COXSEY SHAUNA,great britain,Sport Climbing,M,19,1997-12-29,2021-08-07,Olympic Aquatics Centre
  coyle natalya  ,  Ireland  ,Modern Pentathlon,F,34,2005-09-30,2021-07-25,Musashino Forest
COZMIUC IONELA,romania,Rowing,M,34,2001-08-05,2021-08-07,Tokyo Stadium
COZMIUC MARIUS,  Romania  ,Rowing,F,26,1985-12-15,2021-08-04,Olympic Aquatics Centre
CRACKLES FIONA ANNE,  Great Britain  ,Hockey,M,25,1989-06-01,2021-07-27,Tokyo Stadium
CRADDOCK LAWSON,  United States of America  ,Cycling Road,M,19,1988-06-22,2021-08-04,Ariake Arena
  craft shanice  ,germany,Athletics,M,23,1997-12-12,2021-07-29,Tokyo Stadium
  craig emily  ,  Great Britain  ,Rowing,M,19,1991-03-02,2021-07-23,Musashino Forest
  craig thomas william  ,australia,Hockey,M,28,1992-09-08,2021-07-27,Olympic Aquatics Centre
CRANNY ELISE,  United States of America  ,Athletics,M,32,1991-08-14,2021-07-24,Ariake Arena
  craviotto saul  ,  Spain  ,Canoe Sprint,F,20,2004-08-22,2021-08-03,Ariake Arena
CREED BRENDAN WILLIAM JOHN,great britain,Hockey,F,28,1986-03-05,2021-08-04,Musashino Forest
  cremen margaret  ,ireland,Rowing,F,31,1987-11-18,2021-08-03,Tokyo Stadium
CRESCENZO ANGELO,  Italy  ,Karate,F,22,2004-07-26,2021-08-06,Olympic Aquatics Centre
  crestan eliott  ,belgium,Athletics,F,19,2004-02-17,2021-07-31,Tokyo Stadium
  crevar anja  ,  Serbia  ,Swimming,M,19,2003-07-09,2021-07-23,Musashino Forest
CREVIER AXELLE,canada,Water Polo,F,21,1992-01-11,2021-07-31,Musashino Forest
  crippa yemaneberhan  ,  Italy  ,Athletics,F,19,1996-11-26,2021-07-25,Olympic Aquatics Centre
CRISCIO MARTINA,italy,Fencing,M,24,1992-10-13,2021-07-30,Ariake Arena
CRISOSTOMO CRISTOPHER,  Dominican Republic  ,Baseball/Softball,M,26,1991-06-27,2021-08-06,Musashino Forest
CROENEN LOUIS,belgium,Swimming,F,29,1987-08-08,2021-08-03,Olympic Aquatics Centre
CROMWELL TIFFANY,australia,Cycling Road,F,34,1994-03-03,2021-07-31,Ariake Arena
CRONIN CAITLIN,australia,Rowing,M,28,1992-10-11,2021-08-02,Tokyo Stadium
CROOKS JILLIAN,  Cayman Islands  ,Swimming,M,27,1995-12-13,2021-07-30,Ariake Arena
CROON JORRIT,netherlands,Hockey,F,27,1987-06-30,2021-07-30,Olympic Aquatics Centre
CROTHERS WILLIAM,  Canada  ,Rowing,M,22,2002-07-06,2021-07-27,Tokyo Stadium
CROUSER RYAN,united states of america,Athletics,M,31,1998-11-11,2021-07-23,Musashino Forest
  crovetto chadid francisca  ,  Chile  ,Shooting,M,29,2004-08-07,2021-07-29,Olympic Aquatics Centre
  crowley aileen  ,  Ireland  ,Rowing,F,24,1986-03-28,2021-07-31,Olympic Aquatics Centre
CRUMPTON NATHAN,  American Samoa  ,Athletics,M,32,1998-06-14,2021-07-26,Olympic Aquatics Centre
CRUYSBERGHS AXEL,belgium,Skateboarding,F,25,1999-08-17,2021-07-29,Ariake Arena
  cruz amado  ,belize,Canoe Sprint,F,27,2003-04-11,2021-08-05,Olympic Aquatics Centre
CRUZ ANDY,cuba,Boxing,F,18,1994-11-04,2021-07-30,Musashino Forest
CRUZ SANDOVAL BRIANDA TAMARA,mexico,Boxing,F,26,1994-09-06,2021-07-28,Olympic Aquatics Centre
  crvendakic aleksandra  ,  Serbia  ,Basketball,F,24,1996-12-19,2021-07-26,Musashino Forest
CSEH LASZLO,  Hungary  ,Swimming,M,26,1988-11-16,2021-07-23,Olympic Aquatics Centre
  csernoviczki eva  ,  Hungary  ,Judo,F,18,1994-06-14,2021-08-08,Olympic Aquatics Centre
  csipes tamara  ,  Hungary  ,Canoe Sprint,M,26,1991-03-17,2021-07-27,Ariake Arena
  csizmadia kolos  ,  Hungary  ,Canoe Sprint,F,30,1990-12-11,2021-07-26,Musashino Forest
  cuaspud marcela  ,  Ecuador  ,Modern Pentathlon,F,21,2000-02-19,2021-07-23,Ariake Arena
  cubelos francisco  ,  Spain  ,Canoe Sprint,F,31,1988-07-20,2021-08-01,Ariake Arena
  cuckovic uros  ,  Montenegro  ,Water Polo,M,18,1990-09-13,2021-08-06,Musashino Forest
CUCURELLA MARC,  Spain  ,Football,F,18,1996-07-27,2021-08-03,Ariake Arena
CUDINOVIC GENNADIJ,  Germany  ,Wrestling,M,25,1995-04-27,2021-08-04,Olympic Aquatics Centre
CUELLO MIRCO JEHIEL,  Argentina  ,Boxing,M,34,1995-01-14,2021-07-29,Tokyo Stadium
  cui lihong  ,  People's Republic of China  ,Athletics,M,23,1996-12-14,2021-08-06,Olympic Aquatics Centre
  cui qiuxia  ,  People's Republic of China  ,Hockey,F,33,2003-12-14,2021-08-08,Olympic Aquatics Centre
CUI XIAOTONG,people's republic of china,Rowing,F,22,1987-03-21,2021-07-27,Ariake Arena
  cuic claudia  ,romania,3x3 Basketball,F,28,2002-09-28,2021-08-05,Olympic Aquatics Centre
  cujean lucien  ,switzerland,Sailing,M,18,2005-11-27,2021-07-29,Ariake Arena
CULLELL ESTAPE JOFRE,  Spain  ,Cycling Mountain Bike,F,32,2003-01-01,2021-07-24,Tokyo Stadium
CULLHAJ INDRIT,  Albania  ,Judo,M,33,2001-07-01,2021-07-23,Tokyo Stadium
CULVER TREY,united states of america,Athletics,F,31,1996-09-28,2021-07-30,Musashino Forest
CUMBO HUGO,vanuatu,Judo,F,22,2005-10-28,2021-08-01,Musashino Forest
  cummings jr clarence  ,  United States of America  ,Weightlifting,M,21,2002-03-23,2021-07-23,Ariake Arena
  cunha matheus  ,brazil,Football,F,20,2001-02-10,2021-07-25,Olympic Aquatics Centre
  cunningham gabriele  ,united states of america,Athletics,F,26,1989-02-26,2021-07-23,Ariake Arena
CUNNINGHAM TREY,united states of america,Athletics,M,28,1995-05-03,2021-07-24,Olympic Aquatics Centre
  cunningham vashti  ,united states of america,Athletics,F,24,1995-08-11,2021-08-06,Tokyo Stadium
  cupido luca  ,united states of america,Water Polo,M,20,1985-05-01,2021-07-23,Ariake Arena
CURATOLI LUCA,  Italy  ,Fencing,M,28,1993-11-04,2021-08-04,Tokyo Stadium
CURRAN TAYLOR WESTERMARK,  Canada  ,Hockey,F,25,1996-06-03,2021-08-05,Ariake Arena
  curry scott  ,  New Zealand  ,Rugby Sevens,M,18,1987-11-27,2021-07-24,Olympic Aquatics Centre
CURZAN CLAIRE,united states of america,Swimming,M,32,1991-03-10,2021-08-07,Ariake Arena
  cusinato ilaria  ,italy,Swimming,F,25,2002-09-28,2021-07-23,Musashino Forest
  cutro-kelly nina  ,united states of america,Judo,F,32,1997-06-23,2021-07-24,Musashino Forest
  cybulska malgorzata  ,  Poland  ,Equestrian,F,33,1988-02-04,2021-07-25,Olympic Aquatics Centre
CYSIQUE SARAH LEONIE,  France  ,Judo,F,24,1985-11-01,2021-08-04,Olympic Aquatics Centre
  czaja dominik  ,  Poland  ,Rowing,F,34,2003-07-18,2021-08-04,Ariake Arena
CZERNIAK KONRAD,poland,Swimming,F,20,1988-10-29,2021-07-25,Tokyo Stadium
CZYKIER DAMIAN,  Poland  ,Athletics,M,28,1992-08-13,2021-07-30,Musashino Forest
  d alie raelin  ,  Italy  ,3x3 Basketball,M,32,2000-10-28,2021-08-05,Ariake Arena
  d'agostino nicholas  ,  Australia  ,Football,F,23,2000-07-16,2021-08-06,Tokyo Stadium
D'ALMEIDA MARCUS,brazil,Archery,F,19,2005-03-11,2021-08-01,Ariake Arena
  d'amato asia  ,  Italy  ,Artistic Gymnastics,M,27,1991-08-09,2021-07-28,Olympic Aquatics Centre
  d'amour nicholas  ,"  Virgin Islands, US  ",Archery,F,29,2002-03-24,2021-07-30,Tokyo Stadium
  d'hoore jolien  ,  Belgium  ,Cycling Track,F,34,1985-07-18,2021-08-04,Ariake Arena
DA CONCEICAO TRISTE BULY,sao tome and principe,Canoe Sprint,F,19,1989-01-04,2021-07-23,Ariake Arena
  da costa steven  ,france,Karate,F,18,2001-04-04,2021-08-08,Musashino Forest
DA ROCHA DAYANE,  Brazil  ,Handball,F,31,2003-12-03,2021-08-06,Ariake Arena
DA ROSA RANGEL,brazil,Handball,F,24,1992-09-16,2021-08-07,Olympic Aquatics Centre
  da silva ana carolina  ,  Brazil  ,Volleyball,F,31,1985-09-27,2021-07-25,Tokyo Stadium
DA SILVA CHAYENNE,brazil,Athletics,F,30,1996-09-30,2021-07-27,Olympic Aquatics Centre
  da silva costa thalita  ,brazil,Rugby Sevens,F,24,1994-03-18,2021-07-29,Tokyo Stadium
  da silva daniel chaves  ,brazil,Athletics,F,27,2001-10-22,2021-07-26,Ariake Arena
DA SILVA FERREIRA ALINE,brazil,Wrestling,F,28,1995-07-17,2021-07-29,Musashino Forest
DA SILVA IZABELA,  Brazil  ,Athletics,M,28,1987-03-31,2021-07-28,Tokyo Stadium
DA SILVA MYRIAM,  Canada  ,Boxing,F,20,1988-02-15,2021-08-01,Tokyo Stadium
  da silva tatiane raquel  ,  Brazil  ,Athletics,F,18,1993-08-02,2021-08-04,Musashino Forest
  da silva viegas jose joao  ,  Democratic Republic of Timor-Leste  ,Swimming,F,32,2004-07-04,2021-08-02,Ariake Arena
DABA TEJITU,bahrain,Athletics,F,29,2001-08-13,2021-08-05,Musashino Forest
DABILA KOUADIO-YVES,  Côte d'Ivoire  ,Football,F,32,1996-11-19,2021-08-08,Tokyo Stadium
DABLA FABRICE,  Togo  ,Athletics,M,18,2003-04-29,2021-07-31,Olympic Aquatics Centre
